 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,Circ.,Skew,AR,Round,Solidity
4527,g77_skel.tif:1548-1212,139.830,255,0,255,255,255,1008.334,664.501,1008.334,664.501,47.797,0.769,NaN,1.276,0.784,0.901
4528,g77_skel.tif:1549-1220,391.885,255,0,255,255,255,1173.305,668.977,1173.305,668.977,81.039,0.750,NaN,1.068,0.937,0.933
4529,g77_skel.tif:1550-1227,510.711,255,0,255,255,255,184.082,670.261,184.082,670.261,90.546,0.783,NaN,1.136,0.880,0.944
4530,g77_skel.tif:1551-1245,2154.167,255,0,255,255,255,593.071,682.988,593.071,682.988,197.925,0.691,NaN,1.399,0.715,0.922
4531,g77_skel.tif:1552-1220,192.042,255,0,255,255,255,1909.602,669.941,1909.602,669.941,59.848,0.674,NaN,1.327,0.754,0.871
4532,g77_skel.tif:1553-1232,712.654,255,0,255,255,255,2080.071,677.768,2080.071,677.768,118.944,0.633,NaN,1.434,0.698,0.879
4533,g77_skel.tif:1554-1224,323.470,255,0,255,255,255,719.171,668.534,719.171,668.534,74.810,0.726,NaN,1.417,0.706,0.912
4534,g77_skel.tif:1555-1224,298.565,255,0,255,255,255,993.646,670.017,993.646,670.017,72.884,0.706,NaN,1.729,0.578,0.891
4535,g77_skel.tif:1556-1219,207.645,255,0,255,255,255,1423.046,668.117,1423.046,668.117,58.431,0.764,NaN,1.681,0.595,0.925
4536,g77_skel.tif:1557-1227,417.090,255,0,255,255,255,1458.794,672.886,1458.794,672.886,88.997,0.662,NaN,1.506,0.664,0.845
4537,g77_skel.tif:1558-1229,330.672,255,0,255,255,255,1967.278,672.424,1967.278,672.424,74.003,0.759,NaN,1.550,0.645,0.934
4538,g77_skel.tif:1559-1223,225.649,255,0,255,255,255,389.890,669.504,389.890,669.504,62.172,0.734,NaN,1.379,0.725,0.913
4539,g77_skel.tif:1560-1221,253.855,255,0,255,255,255,1023.485,668.679,1023.485,668.679,62.094,0.827,NaN,1.189,0.841,0.950
4540,g77_skel.tif:1561-1210,42.009,255,0,255,255,255,1387.696,663.141,1387.696,663.141,25.542,0.809,NaN,1.600,0.625,0.906
4541,g77_skel.tif:1562-1218,87.619,255,0,255,255,255,866.094,668.168,866.094,668.168,44.588,0.554,NaN,2.517,0.397,0.768
4542,g77_skel.tif:1563-1217,105.923,255,0,255,255,255,976.355,666.983,976.355,666.983,43.016,0.719,NaN,1.553,0.644,0.891
4543,g77_skel.tif:1564-1214,78.017,255,0,255,255,255,1376.201,664.580,1376.201,664.580,33.344,0.882,NaN,1.174,0.852,0.954
4544,g77_skel.tif:1565-1228,320.169,255,0,255,255,255,1409.138,673.312,1409.138,673.312,74.223,0.730,NaN,1.442,0.693,0.894
4545,g77_skel.tif:1566-1229,446.197,255,0,255,255,255,369.077,673.050,369.077,673.050,83.088,0.812,NaN,1.342,0.745,0.938
4546,g77_skel.tif:1567-1219,125.127,255,0,255,255,255,953.675,667.803,953.675,667.803,44.244,0.803,NaN,1.264,0.791,0.921
4547,g77_skel.tif:1568-1242,1044.826,255,0,255,255,255,1880.197,679.670,1880.197,679.670,125.728,0.831,NaN,1.352,0.740,0.957
4548,g77_skel.tif:1569-1232,456.399,255,0,255,255,255,1134.231,673.349,1134.231,673.349,89.474,0.716,NaN,1.676,0.597,0.935
4549,g77_skel.tif:1570-1225,240.052,255,0,255,255,255,1354.709,671.755,1354.709,671.755,60.755,0.817,NaN,1.119,0.894,0.929
4550,g77_skel.tif:1571-1234,388.284,255,0,255,255,255,218.911,676.617,218.911,676.617,82.822,0.711,NaN,1.637,0.611,0.903
4551,g77_skel.tif:1572-1225,162.335,255,0,255,255,255,1951.459,671.999,1951.459,671.999,52.234,0.748,NaN,1.302,0.768,0.906
4552,g77_skel.tif:1573-1230,261.957,255,0,255,255,255,532.106,674.123,532.106,674.123,68.933,0.693,NaN,1.317,0.759,0.884
4553,g77_skel.tif:1574-1227,322.270,255,0,255,255,255,794.276,672.137,794.276,672.137,69.121,0.848,NaN,1.276,0.783,0.961
4554,g77_skel.tif:1575-1245,1065.831,255,0,255,255,255,1584.716,682.721,1584.716,682.721,129.744,0.796,NaN,1.209,0.827,0.948
4555,g77_skel.tif:1576-1260,2116.959,255,0,255,255,255,679.311,691.343,679.311,691.343,181.116,0.811,NaN,1.117,0.895,0.949
4556,g77_skel.tif:1577-1251,1449.014,255,0,255,255,255,1650.576,685.690,1650.576,685.690,153.470,0.773,NaN,1.091,0.917,0.937
4557,g77_skel.tif:1578-1228,174.338,255,0,255,255,255,834.905,673.070,834.905,673.070,52.046,0.809,NaN,1.157,0.865,0.924
4558,g77_skel.tif:1579-1230,144.631,255,0,255,255,255,848.898,675.387,848.898,675.387,57.978,0.541,NaN,1.572,0.636,0.758
4559,g77_skel.tif:1580-1234,327.971,255,0,255,255,255,1216.598,676.672,1216.598,676.672,75.795,0.717,NaN,1.671,0.599,0.880
4560,g77_skel.tif:1581-1236,374.181,255,0,255,255,255,1387.940,675.748,1387.940,675.748,96.024,0.510,NaN,1.536,0.651,0.865
4561,g77_skel.tif:1582-1225,75.916,255,0,255,255,255,963.220,672.036,963.220,672.036,34.439,0.804,NaN,1.339,0.747,0.923
4562,g77_skel.tif:1583-1230,222.048,255,0,255,255,255,1074.428,673.437,1074.428,673.437,59.339,0.792,NaN,1.613,0.620,0.942
4563,g77_skel.tif:1584-1229,166.236,255,0,255,255,255,812.707,674.067,812.707,674.067,51.138,0.799,NaN,1.044,0.958,0.920
4564,g77_skel.tif:1585-1242,445.297,255,0,255,255,255,236.883,682.301,236.883,682.301,84.936,0.776,NaN,1.188,0.842,0.934
4565,g77_skel.tif:1586-1232,192.042,255,0,255,255,255,1292.383,675.852,1292.383,675.852,54.636,0.808,NaN,1.191,0.840,0.934
4566,g77_skel.tif:1587-1238,363.979,255,0,255,255,255,1489.326,678.472,1489.326,678.472,74.567,0.823,NaN,1.322,0.757,0.936
4567,g77_skel.tif:1588-1251,730.058,255,0,255,255,255,426.033,684.195,426.033,684.195,114.406,0.701,NaN,1.402,0.713,0.902
4568,g77_skel.tif:1589-1233,165.036,255,0,255,255,255,1369.086,675.883,1369.086,675.883,51.005,0.797,NaN,1.413,0.707,0.930
4569,g77_skel.tif:1590-1254,1390.501,255,0,255,255,255,485.281,686.379,485.281,686.379,159.768,0.685,NaN,1.621,0.617,0.929
4570,g77_skel.tif:1591-1233,133.229,255,0,255,255,255,1241.855,675.477,1241.855,675.477,47.421,0.745,NaN,1.232,0.811,0.882
4571,g77_skel.tif:1592-1235,180.339,255,0,255,255,255,1506.843,677.275,1506.843,677.275,56.694,0.705,NaN,1.407,0.711,0.880
4572,g77_skel.tif:1593-1243,565.923,255,0,255,255,255,1984.271,681.384,1984.271,681.384,96.533,0.763,NaN,1.393,0.718,0.935
4573,g77_skel.tif:1594-1233,122.126,255,0,255,255,255,860.947,676.793,860.947,676.793,44.565,0.773,NaN,1.381,0.724,0.914
4574,g77_skel.tif:1595-1230,112.824,255,0,255,255,255,1309.208,674.642,1309.208,674.642,42.961,0.768,NaN,1.532,0.653,0.903
4575,g77_skel.tif:1596-1236,251.755,255,0,255,255,255,447.895,676.389,447.895,676.389,63.510,0.784,NaN,1.411,0.709,0.956
4576,g77_skel.tif:1597-1236,303.666,255,0,255,255,255,880.879,677.749,880.879,677.749,68.745,0.807,NaN,1.423,0.703,0.931
4577,g77_skel.tif:1598-1256,781.069,255,0,255,255,255,1120.275,688.855,1120.275,688.855,128.295,0.596,NaN,1.622,0.617,0.836
4578,g77_skel.tif:1599-1243,348.976,255,0,255,255,255,1194.588,680.593,1194.588,680.593,74.622,0.788,NaN,1.336,0.748,0.924
4579,g77_skel.tif:1600-1235,186.640,255,0,255,255,255,1277.626,676.678,1277.626,676.678,53.462,0.821,NaN,1.134,0.882,0.939
4580,g77_skel.tif:1601-1245,329.171,255,0,255,255,255,2030.287,682.860,2030.287,682.860,73.128,0.774,NaN,1.423,0.703,0.949
4581,g77_skel.tif:1602-1239,200.744,255,0,255,255,255,900.163,678.475,900.163,678.475,54.957,0.835,NaN,1.246,0.803,0.932
4582,g77_skel.tif:1603-1238,201.644,255,0,255,255,255,1054.906,678.752,1054.906,678.752,57.923,0.755,NaN,1.838,0.544,0.930
4583,g77_skel.tif:1604-1254,666.144,255,0,255,255,255,1090.966,686.371,1090.966,686.371,105.000,0.759,NaN,1.132,0.883,0.926
4584,g77_skel.tif:1605-1238,159.935,255,0,255,255,255,1327.255,677.828,1327.255,677.828,49.479,0.821,NaN,1.335,0.749,0.929
4585,g77_skel.tif:1606-1236,82.518,255,0,255,255,255,1341.330,677.540,1341.330,677.540,36.121,0.795,NaN,1.292,0.774,0.911
4586,g77_skel.tif:1607-1250,621.135,255,0,255,255,255,263.236,683.283,263.236,683.283,100.031,0.780,NaN,1.484,0.674,0.953
4587,g77_skel.tif:1608-1240,168.036,255,0,255,255,255,710.917,680.363,710.917,680.363,52.578,0.764,NaN,1.418,0.705,0.901
4588,g77_skel.tif:1609-1237,163.836,255,0,255,255,255,1259.791,676.717,1259.791,676.717,49.855,0.828,NaN,1.585,0.631,0.955
4589,g77_skel.tif:1610-1258,768.467,255,0,255,255,255,634.220,688.563,634.220,688.563,120.392,0.666,NaN,1.357,0.737,0.915
4590,g77_skel.tif:1611-1234,53.712,255,0,255,255,255,1009.821,675.912,1009.821,675.912,28.563,0.827,NaN,1.084,0.923,0.942
4591,g77_skel.tif:1612-1246,281.461,255,0,255,255,255,946.953,682.981,946.953,682.981,66.201,0.807,NaN,1.437,0.696,0.933
4592,g77_skel.tif:1613-1246,248.754,255,0,255,255,255,977.743,682.278,977.743,682.278,63.002,0.788,NaN,1.333,0.750,0.919
4593,g77_skel.tif:1614-1249,263.157,255,0,255,255,255,1678.231,683.760,1678.231,683.760,66.719,0.743,NaN,1.673,0.598,0.956
4594,g77_skel.tif:1615-1292,2517.846,255,0,255,255,255,281.036,708.406,281.036,708.406,239.936,0.550,NaN,2.012,0.497,0.899
4595,g77_skel.tif:1616-1239,53.712,255,0,255,255,255,824.557,679.080,824.557,679.080,28.507,0.831,NaN,1.277,0.783,0.913
4596,g77_skel.tif:1617-1246,173.438,255,0,255,255,255,923.141,682.489,923.141,682.489,55.112,0.718,NaN,2.202,0.454,0.936
4597,g77_skel.tif:1618-1245,110.124,255,0,255,255,255,1230.626,682.921,1230.626,682.921,41.810,0.792,NaN,1.272,0.786,0.910
4598,g77_skel.tif:1619-1246,249.354,255,0,255,255,255,1933.613,681.960,1933.613,681.960,72.962,0.589,NaN,1.406,0.711,0.912
4599,g77_skel.tif:1620-1254,453.998,255,0,255,255,255,2009.601,687.291,2009.601,687.291,86.219,0.767,NaN,1.346,0.743,0.932
4600,g77_skel.tif:1621-1255,608.232,255,0,255,255,255,2054.461,689.397,2054.461,689.397,110.587,0.625,NaN,2.188,0.457,0.920
4601,g77_skel.tif:1622-1249,241.252,255,0,255,255,255,1032.198,684.208,1032.198,684.208,61.530,0.801,NaN,1.276,0.784,0.927
4602,g77_skel.tif:1623-1252,356.177,255,0,255,255,255,1432.391,685.149,1432.391,685.149,74.888,0.798,NaN,1.292,0.774,0.922
4603,g77_skel.tif:1624-1264,564.722,255,0,255,255,255,198.835,691.857,198.835,691.857,94.067,0.802,NaN,1.307,0.765,0.948
4604,g77_skel.tif:1625-1271,637.938,255,0,255,255,255,382.038,695.365,382.038,695.365,113.787,0.619,NaN,1.701,0.588,0.843
4605,g77_skel.tif:1626-1255,703.653,255,0,255,255,255,746.468,686.760,746.468,686.760,108.873,0.746,NaN,1.854,0.539,0.948
4606,g77_skel.tif:1627-1263,601.030,255,0,255,255,255,404.770,692.329,404.770,692.329,100.462,0.748,NaN,1.419,0.705,0.941
4607,g77_skel.tif:1628-1252,213.046,255,0,255,255,255,775.319,687.092,775.319,687.092,60.545,0.730,NaN,1.372,0.729,0.911
4608,g77_skel.tif:1629-1257,281.461,255,0,255,255,255,961.360,689.516,961.360,689.516,72.376,0.675,NaN,1.686,0.593,0.856
4609,g77_skel.tif:1630-1251,166.836,255,0,255,255,255,992.089,685.566,992.089,685.566,55.731,0.675,NaN,1.356,0.738,0.878
4610,g77_skel.tif:1631-1257,242.453,255,0,255,255,255,1316.379,688.937,1316.379,688.937,62.947,0.769,NaN,1.363,0.734,0.916
4611,g77_skel.tif:1632-1254,225.349,255,0,255,255,255,1521.177,687.391,1521.177,687.391,60.247,0.780,NaN,1.386,0.721,0.909
4612,g77_skel.tif:1633-1261,363.679,255,0,255,255,255,1150.114,691.083,1150.114,691.083,79.513,0.723,NaN,1.571,0.637,0.894
4613,g77_skel.tif:1634-1269,624.435,255,0,255,255,255,1915.994,693.533,1915.994,693.533,104.601,0.717,NaN,1.781,0.561,0.921
4614,g77_skel.tif:1635-1253,108.624,255,0,255,255,255,913.731,687.441,913.731,687.441,47.045,0.617,NaN,1.841,0.543,0.855
4615,g77_skel.tif:1636-1253,215.747,255,0,255,255,255,1014.088,686.399,1014.088,686.399,59.394,0.769,NaN,1.398,0.715,0.922
4616,g77_skel.tif:1637-1259,547.019,255,0,255,255,255,1173.415,690.788,1173.415,690.788,95.360,0.756,NaN,1.348,0.742,0.956
4617,g77_skel.tif:1638-1261,332.772,255,0,255,255,255,1249.169,690.855,1249.169,690.855,72.697,0.791,NaN,1.082,0.925,0.913
4618,g77_skel.tif:1639-1251,108.924,255,0,255,255,255,1472.943,685.353,1472.943,685.353,41.489,0.795,NaN,1.391,0.719,0.899
4619,g77_skel.tif:1640-1255,141.931,255,0,255,255,255,1538.704,686.640,1538.704,686.640,46.834,0.813,NaN,1.263,0.792,0.927
4620,g77_skel.tif:1641-1249,55.812,255,0,255,255,255,1347.974,684.498,1347.974,684.498,29.094,0.829,NaN,1.644,0.608,0.925
4621,g77_skel.tif:1642-1272,693.450,255,0,255,255,255,451.864,697.492,451.864,697.492,105.155,0.788,NaN,1.277,0.783,0.944
4622,g77_skel.tif:1643-1265,423.992,255,0,255,255,255,795.871,692.405,795.871,692.405,84.592,0.745,NaN,1.185,0.844,0.920
4623,g77_skel.tif:1644-1282,1320.286,255,0,255,255,255,1616.144,703.304,1616.144,703.304,144.894,0.790,NaN,1.207,0.828,0.954
4624,g77_skel.tif:1645-1257,247.554,255,0,255,255,255,1951.294,689.000,1951.294,689.000,62.328,0.801,NaN,1.499,0.667,0.938
4625,g77_skel.tif:1646-1280,693.150,255,0,255,255,255,362.740,703.318,362.740,703.318,111.839,0.696,NaN,1.872,0.534,0.933
4626,g77_skel.tif:1647-1298,2444.630,255,0,255,255,255,535.518,711.337,535.518,711.337,194.771,0.810,NaN,1.114,0.898,0.936
4627,g77_skel.tif:1648-1260,193.242,255,0,255,255,255,1301.491,690.044,1301.491,690.044,55.521,0.788,NaN,1.300,0.769,0.935
4628,g77_skel.tif:1649-1258,200.744,255,0,255,255,255,1395.882,690.310,1395.882,690.310,55.974,0.805,NaN,1.233,0.811,0.953
4629,g77_skel.tif:1650-1263,279.661,255,0,255,255,255,814.121,691.871,814.121,691.871,67.384,0.774,NaN,1.467,0.682,0.936
4630,g77_skel.tif:1651-1258,188.141,255,0,255,255,255,834.177,688.617,834.177,688.617,54.957,0.783,NaN,1.186,0.843,0.921
4631,g77_skel.tif:1652-1262,272.459,255,0,255,255,255,1062.693,691.368,1062.693,691.368,65.857,0.789,NaN,1.389,0.720,0.922
4632,g77_skel.tif:1653-1260,240.952,255,0,255,255,255,1270.592,690.416,1270.592,690.416,60.623,0.824,NaN,1.388,0.720,0.950
4633,g77_skel.tif:1654-1284,1460.417,255,0,255,255,255,1857.093,703.456,1857.093,703.456,161.616,0.703,NaN,1.692,0.591,0.936
4634,g77_skel.tif:1655-1265,297.364,255,0,255,255,255,850.454,692.491,850.454,692.491,72.829,0.705,NaN,1.584,0.631,0.906
4635,g77_skel.tif:1656-1267,287.162,255,0,255,255,255,1362.431,693.468,1362.431,693.468,73.526,0.668,NaN,1.849,0.541,0.845
4636,g77_skel.tif:1657-1268,349.276,255,0,255,255,255,2124.841,695.146,2124.841,695.146,74.888,0.783,NaN,1.266,0.790,0.936
4637,g77_skel.tif:1658-1264,156.034,255,0,255,255,255,890.660,692.745,890.660,692.745,53.728,0.679,NaN,1.506,0.664,0.853
4638,g77_skel.tif:1659-1263,216.947,255,0,255,255,255,1333.815,692.035,1333.815,692.035,58.033,0.810,NaN,1.101,0.908,0.941
4639,g77_skel.tif:1660-1300,1935.720,255,0,255,255,255,1807.452,710.054,1807.452,710.054,180.052,0.750,NaN,1.506,0.664,0.933
4640,g77_skel.tif:1661-1270,563.222,255,0,255,255,255,721.378,698.548,721.378,698.548,100.805,0.697,NaN,1.642,0.609,0.927
4641,g77_skel.tif:1662-1267,273.659,255,0,255,255,255,1413.384,693.468,1413.384,693.468,64.950,0.815,NaN,1.050,0.952,0.931
4642,g77_skel.tif:1663-1268,277.860,255,0,255,255,255,1463.713,694.223,1463.713,694.223,68.635,0.741,NaN,1.765,0.567,0.902
4643,g77_skel.tif:1664-1263,128.728,255,0,255,255,255,866.418,691.441,866.418,691.441,46.756,0.740,NaN,1.588,0.630,0.907
4644,g77_skel.tif:1665-1264,154.533,255,0,255,255,255,1288.105,692.410,1288.105,692.410,49.401,0.796,NaN,1.368,0.731,0.933
4645,g77_skel.tif:1666-1262,177.338,255,0,255,255,255,1502.101,691.409,1502.101,691.409,51.349,0.845,NaN,1.484,0.674,0.930
4646,g77_skel.tif:1667-1262,124.227,255,0,255,255,255,1044.150,691.812,1044.150,691.812,44.377,0.793,NaN,1.369,0.730,0.918
4647,g77_skel.tif:1668-1264,157.534,255,0,255,255,255,1376.771,692.443,1376.771,692.443,49.534,0.807,NaN,1.230,0.813,0.930
4648,g77_skel.tif:1669-1271,314.768,255,0,255,255,255,2106.590,695.870,2106.590,695.870,69.442,0.820,NaN,1.249,0.801,0.962
4649,g77_skel.tif:1670-1262,102.322,255,0,255,255,255,878.129,691.941,878.129,691.941,40.747,0.774,NaN,1.159,0.863,0.907
4650,g77_skel.tif:1671-1263,109.824,255,0,255,255,255,1221.507,691.810,1221.507,691.810,41.411,0.805,NaN,1.624,0.616,0.928
4651,g77_skel.tif:1672-1273,293.164,255,0,255,255,255,1444.255,697.906,1444.255,697.906,68.392,0.788,NaN,1.522,0.657,0.921
4652,g77_skel.tif:1673-1268,147.632,255,0,255,255,255,1001.564,695.765,1001.564,695.765,49.745,0.750,NaN,1.284,0.779,0.888
4653,g77_skel.tif:1674-1279,325.571,255,0,255,255,255,926.735,700.576,926.735,700.576,78.307,0.667,NaN,1.617,0.618,0.866
4654,g77_skel.tif:1675-1270,129.628,255,0,255,255,255,1234.457,696.013,1234.457,696.013,45.793,0.777,NaN,1.178,0.849,0.908
4655,g77_skel.tif:1676-1280,577.625,255,0,255,255,255,1553.743,700.605,1553.743,700.605,93.402,0.832,NaN,1.162,0.861,0.939
4656,g77_skel.tif:1677-1335,3488.556,255,0,255,255,255,314.989,730.696,314.989,730.696,286.770,0.533,NaN,2.408,0.415,0.875
4657,g77_skel.tif:1678-1272,231.050,255,0,255,255,255,905.887,697.334,905.887,697.334,59.793,0.812,NaN,1.371,0.729,0.917
4658,g77_skel.tif:1679-1272,236.451,255,0,255,255,255,1208.652,696.486,1208.652,696.486,62.328,0.765,NaN,1.543,0.648,0.935
4659,g77_skel.tif:1680-1279,319.569,255,0,255,255,255,1956.332,701.723,1956.332,701.723,81.461,0.605,NaN,1.751,0.571,0.804
4660,g77_skel.tif:1681-1277,239.152,255,0,255,255,255,1349.406,699.455,1349.406,699.455,60.755,0.814,NaN,1.387,0.721,0.937
4661,g77_skel.tif:1682-1274,168.937,255,0,255,255,255,1530.498,699.163,1530.498,699.163,51.028,0.815,NaN,1.114,0.898,0.922
4662,g77_skel.tif:1683-1283,415.290,255,0,255,255,255,1486.312,702.264,1486.312,702.264,84.881,0.724,NaN,1.368,0.731,0.879
4663,g77_skel.tif:1684-1278,160.235,255,0,255,255,255,825.959,700.317,825.959,700.317,51.161,0.769,NaN,1.431,0.699,0.898
4664,g77_skel.tif:1685-1302,1117.442,255,0,255,255,255,1899.368,715.844,1899.368,715.844,135.698,0.763,NaN,1.309,0.764,0.929
4665,g77_skel.tif:1686-1277,279.361,255,0,255,255,255,2086.958,698.426,2086.958,698.426,65.647,0.815,NaN,1.235,0.810,0.946
4666,g77_skel.tif:1687-1287,574.024,255,0,255,255,255,217.172,705.387,217.172,705.387,97.463,0.759,NaN,1.593,0.628,0.909
4667,g77_skel.tif:1688-1290,646.640,255,0,255,255,255,1772.975,707.164,1772.975,707.164,102.575,0.772,NaN,1.251,0.799,0.953
4668,g77_skel.tif:1689-1279,238.852,255,0,255,255,255,1077.393,702.139,1077.393,702.139,70.262,0.608,NaN,1.462,0.684,0.900
4669,g77_skel.tif:1690-1279,213.646,255,0,255,255,255,1936.081,700.802,1936.081,700.802,58.674,0.780,NaN,1.393,0.718,0.951
4670,g77_skel.tif:1691-1286,421.291,255,0,255,255,255,1995.673,704.430,1995.673,704.430,80.310,0.821,NaN,1.324,0.755,0.942
4671,g77_skel.tif:1692-1284,346.575,255,0,255,255,255,774.782,703.951,774.782,703.951,75.827,0.757,NaN,1.312,0.762,0.928
4672,g77_skel.tif:1693-1278,126.627,255,0,255,255,255,1016.918,699.371,1016.918,699.371,47.664,0.700,NaN,1.329,0.752,0.878
4673,g77_skel.tif:1694-1288,366.379,255,0,255,255,255,243.637,704.438,243.637,704.438,74.301,0.834,NaN,1.197,0.836,0.938
4674,g77_skel.tif:1695-1287,202.244,255,0,255,255,255,941.323,705.019,941.323,705.019,61.984,0.661,NaN,2.000,0.500,0.874
4675,g77_skel.tif:1696-1280,133.529,255,0,255,255,255,976.080,700.454,976.080,700.454,47.265,0.751,NaN,1.300,0.769,0.922
4676,g77_skel.tif:1697-1288,298.565,255,0,255,255,255,989.558,706.059,989.558,706.059,70.560,0.754,NaN,1.199,0.834,0.919
4677,g77_skel.tif:1698-1284,219.648,255,0,255,255,255,1029.384,703.509,1029.384,703.509,62.172,0.714,NaN,1.519,0.658,0.884
4678,g77_skel.tif:1699-1294,481.004,255,0,255,255,255,1976.766,709.570,1976.766,709.570,94.443,0.678,NaN,1.490,0.671,0.859
4679,g77_skel.tif:1700-1290,384.083,255,0,255,255,255,1199.399,708.772,1199.399,708.772,81.383,0.729,NaN,1.514,0.661,0.913
4680,g77_skel.tif:1701-1288,366.679,255,0,255,255,255,1513.184,705.737,1513.184,705.737,83.386,0.663,NaN,1.722,0.581,0.868
4681,g77_skel.tif:1702-1292,473.503,255,0,255,255,255,2039.760,706.593,2039.760,706.593,88.034,0.768,NaN,1.541,0.649,0.954
4682,g77_skel.tif:1703-1291,290.163,255,0,255,255,255,1262.380,706.272,1262.380,706.272,68.580,0.775,NaN,1.117,0.895,0.916
4683,g77_skel.tif:1704-1288,301.265,255,0,255,255,255,1683.628,705.017,1683.628,705.017,69.199,0.791,NaN,1.092,0.916,0.940
4684,g77_skel.tif:1705-1285,92.120,255,0,255,255,255,952.206,704.177,952.206,704.177,43.149,0.622,NaN,1.081,0.925,0.833
4685,g77_skel.tif:1706-1281,65.414,255,0,255,255,255,965.237,702.231,965.237,702.231,32.248,0.790,NaN,1.360,0.735,0.912
4686,g77_skel.tif:1707-1289,231.650,255,0,255,255,255,1047.363,705.165,1047.363,705.165,59.871,0.812,NaN,1.247,0.802,0.925
4687,g77_skel.tif:1708-1285,152.133,255,0,255,255,255,1382.485,704.567,1382.485,704.567,49.667,0.775,NaN,1.209,0.827,0.892
4688,g77_skel.tif:1709-1285,167.136,255,0,255,255,255,1425.284,704.184,1425.284,704.184,50.066,0.838,NaN,1.261,0.793,0.925
4689,g77_skel.tif:1710-1286,238.252,255,0,255,255,255,874.199,704.154,874.199,704.154,60.036,0.831,NaN,1.417,0.706,0.945
4690,g77_skel.tif:1711-1289,201.944,255,0,255,255,255,1281.339,706.344,1281.339,706.344,54.049,0.869,NaN,1.206,0.829,0.949
4691,g77_skel.tif:1712-1281,65.114,255,0,255,255,255,1309.574,701.730,1309.574,701.730,32.647,0.768,NaN,1.327,0.753,0.888
4692,g77_skel.tif:1713-1302,362.479,255,0,255,255,255,837.907,712.826,837.907,712.826,80.233,0.708,NaN,1.790,0.559,0.919
4693,g77_skel.tif:1714-1287,192.042,255,0,255,255,255,2016.882,705.475,2016.882,705.475,56.162,0.765,NaN,1.387,0.721,0.915
4694,g77_skel.tif:1715-1294,356.777,255,0,255,255,255,753.329,707.749,753.329,707.749,73.902,0.821,NaN,1.101,0.908,0.958
4695,g77_skel.tif:1716-1285,103.522,255,0,255,255,255,1395.660,703.548,1395.660,703.548,43.392,0.691,NaN,1.157,0.864,0.863
4696,g77_skel.tif:1717-1295,352.876,255,0,255,255,255,1116.811,708.059,1116.811,708.059,79.879,0.695,NaN,1.908,0.524,0.931
4697,g77_skel.tif:1718-1298,275.160,255,0,255,255,255,1327.150,710.116,1327.150,710.116,67.728,0.754,NaN,1.754,0.570,0.931
4698,g77_skel.tif:1719-1291,135.929,255,0,255,255,255,1462.243,708.488,1462.243,708.488,53.407,0.599,NaN,1.543,0.648,0.793
4699,g77_skel.tif:1720-1301,463.000,255,0,255,255,255,858.198,714.007,858.198,714.007,94.663,0.649,NaN,1.264,0.791,0.842
4700,g77_skel.tif:1721-1296,249.054,255,0,255,255,255,2138.283,710.209,2138.283,710.209,61.044,0.840,NaN,1.212,0.825,0.937
4701,g77_skel.tif:1722-1343,3407.839,255,0,255,255,255,640.909,736.125,640.909,736.125,236.989,0.762,NaN,1.185,0.844,0.956
4702,g77_skel.tif:1723-1302,447.997,255,0,255,255,255,1225.473,712.954,1225.473,712.954,81.273,0.852,NaN,1.111,0.900,0.927
4703,g77_skel.tif:1724-1296,238.852,255,0,255,255,255,1297.630,709.543,1297.630,709.543,61.585,0.791,NaN,1.305,0.767,0.934
4704,g77_skel.tif:1725-1332,1842.699,255,0,255,255,255,1717.376,727.255,1717.376,727.255,190.522,0.638,NaN,1.454,0.688,0.849
4705,g77_skel.tif:1726-1311,954.507,255,0,255,255,255,2068.101,717.000,2068.101,717.000,127.841,0.734,NaN,1.148,0.871,0.897
4706,g77_skel.tif:1727-1295,171.637,255,0,255,255,255,896.372,708.565,896.372,708.565,55.035,0.712,NaN,1.889,0.529,0.900
4707,g77_skel.tif:1728-1287,48.911,255,0,255,255,255,1338.670,705.236,1338.670,705.236,28.563,0.753,NaN,1.140,0.877,0.888
4708,g77_skel.tif:1729-1304,396.386,255,0,255,255,255,1411.303,715.393,1411.303,715.393,80.100,0.776,NaN,1.573,0.636,0.950
4709,g77_skel.tif:1730-1308,933.502,255,0,255,255,255,1580.899,716.037,1580.899,716.037,123.514,0.769,NaN,1.366,0.732,0.934
4710,g77_skel.tif:1731-1310,938.603,255,0,255,255,255,1657.465,718.835,1657.465,718.835,129.987,0.698,NaN,1.258,0.795,0.894
4711,g77_skel.tif:1732-1296,463.901,255,0,255,255,255,582.166,709.611,582.166,709.611,92.981,0.674,NaN,2.152,0.465,0.936
4712,g77_skel.tif:1733-1297,475.003,255,0,255,255,255,1173.067,710.054,1173.067,710.054,90.258,0.733,NaN,1.877,0.533,0.957
4713,g77_skel.tif:1734-1311,584.827,255,0,255,255,255,430.244,716.997,430.244,716.997,96.446,0.790,NaN,1.496,0.669,0.949
4714,g77_skel.tif:1735-1313,692.850,255,0,255,255,255,460.891,718.970,460.891,718.970,113.145,0.680,NaN,2.042,0.490,0.895
4715,g77_skel.tif:1736-1304,343.875,255,0,255,255,255,1060.582,715.039,1060.582,715.039,75.607,0.756,NaN,1.286,0.777,0.900
4716,g77_skel.tif:1737-1301,273.059,255,0,255,255,255,1246.251,713.000,1246.251,713.000,67.462,0.754,NaN,1.439,0.695,0.916
