 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,Circ.,Skew,AR,Round,Solidity
1,g77_skel.tif,204.944,255,0,255,255,255,1268.544,97.429,1268.544,97.429,61.131,0.689,NaN,1.956,0.511,0.919
2,g77_skel.tif,104.123,255,0,255,255,255,1251.949,97.132,1251.949,97.132,40.293,0.806,NaN,1.153,0.868,0.946
3,g77_skel.tif,161.735,255,0,255,255,255,1237.608,98.594,1237.608,98.594,52.500,0.737,NaN,1.626,0.615,0.910
4,g77_skel.tif,152.433,255,0,255,255,255,1196.641,99.389,1196.641,99.389,51.537,0.721,NaN,1.558,0.642,0.922
5,g77_skel.tif,173.138,255,0,255,255,255,1211.330,100.027,1211.330,100.027,69.731,0.447,NaN,1.538,0.650,0.807
6,g77_skel.tif,117.625,255,0,255,255,255,1294.474,99.146,1294.474,99.146,43.414,0.784,NaN,1.742,0.574,0.919
7,g77_skel.tif,4.501,255,0,255,255,255,952.392,96.647,952.392,96.647,13.037,0.333,NaN,3.773,0.265,0.577
8,g77_skel.tif,39.609,255,0,255,255,255,955.460,101.145,955.460,101.145,27.224,0.672,NaN,1.070,0.935,0.874
9,g77_skel.tif,216.647,255,0,255,255,255,1035.345,104.271,1035.345,104.271,58.110,0.806,NaN,1.053,0.950,0.929
10,g77_skel.tif,365.179,255,0,255,255,255,1158.102,104.999,1158.102,104.999,78.573,0.743,NaN,1.279,0.782,0.939
11,g77_skel.tif,261.057,255,0,255,255,255,1054.177,104.348,1054.177,104.348,64.285,0.794,NaN,1.611,0.621,0.954
12,g77_skel.tif,68.415,255,0,255,255,255,939.047,102.993,939.047,102.993,36.442,0.647,NaN,1.247,0.802,0.846
13,g77_skel.tif,556.921,255,0,255,255,255,1181.799,110.724,1181.799,110.724,96.313,0.754,NaN,1.325,0.755,0.930
14,g77_skel.tif,478.004,255,0,255,255,255,1224.951,112.654,1224.951,112.654,90.890,0.727,NaN,1.446,0.692,0.899
15,g77_skel.tif,326.771,255,0,255,255,255,1289.973,112.318,1289.973,112.318,73.183,0.767,NaN,1.204,0.830,0.917
16,g77_skel.tif,616.334,255,0,255,255,255,995.988,115.732,995.988,115.732,116.354,0.572,NaN,1.794,0.557,0.805
17,g77_skel.tif,153.933,255,0,255,255,255,864.915,107.401,864.915,107.401,49.855,0.778,NaN,1.602,0.624,0.923
18,g77_skel.tif,79.817,255,0,255,255,255,879.425,106.249,879.425,106.249,33.852,0.875,NaN,1.098,0.910,0.966
19,g77_skel.tif,367.880,255,0,255,255,255,1100.283,113.681,1100.283,113.681,78.395,0.752,NaN,1.095,0.913,0.928
20,g77_skel.tif,248.454,255,0,255,255,255,1308.918,111.356,1308.918,111.356,61.608,0.823,NaN,1.281,0.781,0.950
21,g77_skel.tif,427.593,255,0,255,255,255,1122.522,113.914,1122.522,113.914,86.008,0.726,NaN,1.085,0.922,0.897
22,g77_skel.tif,284.462,255,0,255,255,255,1270.136,111.823,1270.136,111.823,67.494,0.785,NaN,1.146,0.872,0.953
23,g77_skel.tif,306.066,255,0,255,255,255,1080.673,112.912,1080.673,112.912,72.862,0.724,NaN,1.319,0.758,0.912
24,g77_skel.tif,311.468,255,0,255,255,255,1249.829,112.854,1249.829,112.854,68.667,0.830,NaN,1.111,0.900,0.955
25,g77_skel.tif,366.379,255,0,255,255,255,960.783,115.317,960.783,115.317,78.527,0.747,NaN,1.228,0.815,0.909
26,g77_skel.tif,396.386,255,0,255,255,255,895.977,117.296,895.977,117.296,82.080,0.739,NaN,1.122,0.892,0.915
27,g77_skel.tif,450.398,255,0,255,255,255,1017.420,117.535,1017.420,117.535,85.788,0.769,NaN,1.318,0.759,0.945
28,g77_skel.tif,321.370,255,0,255,255,255,1142.876,117.439,1142.876,117.439,69.676,0.832,NaN,1.186,0.843,0.932
29,g77_skel.tif,315.068,255,0,255,255,255,941.406,117.069,941.406,117.069,77.565,0.658,NaN,1.145,0.873,0.871
30,g77_skel.tif,668.245,255,0,255,255,255,921.407,122.140,921.407,122.140,103.803,0.779,NaN,1.374,0.728,0.945
31,g77_skel.tif,237.351,255,0,255,255,255,977.007,117.801,977.007,117.801,61.585,0.786,NaN,1.565,0.639,0.948
32,g77_skel.tif,636.438,255,0,255,255,255,1360.984,122.650,1360.984,122.650,109.029,0.673,NaN,1.971,0.507,0.895
33,g77_skel.tif,168.637,255,0,255,255,255,1409.307,111.775,1409.307,111.775,53.407,0.743,NaN,2.319,0.431,0.963
34,g77_skel.tif,360.678,255,0,255,255,255,848.050,118.614,848.050,118.614,75.021,0.805,NaN,1.156,0.865,0.943
35,g77_skel.tif,138.030,255,0,255,255,255,1432.146,113.072,1432.146,113.072,45.926,0.822,NaN,1.610,0.621,0.947
36,g77_skel.tif,110.124,255,0,255,255,255,829.596,114.880,829.596,114.880,47.985,0.601,NaN,1.419,0.704,0.846
37,g77_skel.tif,379.582,255,0,255,255,255,1064.794,122.900,1064.794,122.900,77.322,0.798,NaN,1.083,0.923,0.936
38,g77_skel.tif,149.432,255,0,255,255,255,784.815,116.463,784.815,116.463,47.343,0.838,NaN,1.282,0.780,0.944
39,g77_skel.tif,346.275,255,0,255,255,255,1320.034,124.190,1320.034,124.190,75.231,0.769,NaN,1.107,0.903,0.917
40,g77_skel.tif,690.450,255,0,255,255,255,868.762,127.182,868.762,127.182,112.270,0.688,NaN,1.750,0.571,0.880
41,g77_skel.tif,487.606,255,0,255,255,255,1386.537,123.671,1386.537,123.671,85.312,0.842,NaN,1.108,0.903,0.964
42,g77_skel.tif,567.423,255,0,255,255,255,1037.919,124.717,1037.919,124.717,107.324,0.619,NaN,2.084,0.480,0.852
43,g77_skel.tif,842.283,255,0,255,255,255,1200.482,129.358,1200.482,129.358,117.129,0.772,NaN,1.516,0.660,0.920
44,g77_skel.tif,141.631,255,0,255,255,255,761.090,119.047,761.090,119.047,46.325,0.829,NaN,1.391,0.719,0.924
45,g77_skel.tif,443.496,255,0,255,255,255,802.766,128.281,802.766,128.281,88.277,0.715,NaN,1.379,0.725,0.908
46,g77_skel.tif,373.881,255,0,255,255,255,1409.625,126.637,1409.625,126.637,80.719,0.721,NaN,1.139,0.878,0.905
47,g77_skel.tif,409.289,255,0,255,255,255,1431.972,128.579,1431.972,128.579,89.240,0.646,NaN,1.069,0.936,0.833
48,g77_skel.tif,506.510,255,0,255,255,255,829.437,130.682,829.437,130.682,94.896,0.707,NaN,1.590,0.629,0.876
49,g77_skel.tif,589.628,255,0,255,255,255,1163.982,130.793,1163.982,130.793,96.666,0.793,NaN,1.340,0.746,0.943
50,g77_skel.tif,446.797,255,0,255,255,255,1453.927,128.878,1453.927,128.878,86.407,0.752,NaN,1.282,0.780,0.905
51,g77_skel.tif,83.418,255,0,255,255,255,737.760,124.620,737.760,124.620,37.859,0.731,NaN,1.412,0.708,0.885
52,g77_skel.tif,519.413,255,0,255,255,255,776.086,133.762,776.086,133.762,88.676,0.830,NaN,1.034,0.967,0.929
53,g77_skel.tif,372.381,255,0,255,255,255,1261.110,131.942,1261.110,131.942,76.336,0.803,NaN,1.122,0.892,0.946
54,g77_skel.tif,399.987,255,0,255,255,255,1282.540,131.248,1282.540,131.248,78.207,0.822,NaN,1.165,0.858,0.956
55,g77_skel.tif,176.138,255,0,255,255,255,1303.257,129.885,1303.257,129.885,54.182,0.754,NaN,1.544,0.648,0.935
56,g77_skel.tif,336.373,255,0,255,255,255,752.191,132.627,752.191,132.627,73.581,0.781,NaN,1.178,0.849,0.924
57,g77_skel.tif,543.718,255,0,255,255,255,1236.914,133.336,1236.914,133.336,92.206,0.804,NaN,1.298,0.770,0.951
58,g77_skel.tif,324.970,255,0,255,255,255,1472.440,133.261,1472.440,133.261,70.936,0.812,NaN,1.164,0.859,0.954
59,g77_skel.tif,372.081,255,0,255,255,255,1088.358,133.534,1088.358,133.534,75.108,0.829,NaN,1.178,0.849,0.970
60,g77_skel.tif,474.403,255,0,255,255,255,1112.157,135.436,1112.157,135.436,86.274,0.801,NaN,1.160,0.862,0.946
61,g77_skel.tif,188.141,255,0,255,255,255,1593.755,130.576,1593.755,130.576,55.035,0.781,NaN,1.856,0.539,0.941
62,g77_skel.tif,94.520,255,0,255,255,255,1130.266,130.618,1130.266,130.618,39.541,0.760,NaN,1.375,0.727,0.910
63,g77_skel.tif,261.357,255,0,255,255,255,901.404,135.648,901.404,135.648,62.947,0.829,NaN,1.218,0.821,0.945
64,g77_skel.tif,348.075,255,0,255,255,255,948.343,136.294,948.343,136.294,86.274,0.588,NaN,1.299,0.770,0.925
65,g77_skel.tif,271.559,255,0,255,255,255,991.553,135.249,991.553,135.249,67.462,0.750,NaN,1.684,0.594,0.933
66,g77_skel.tif,333.072,255,0,255,255,255,969.427,137.023,969.427,137.023,70.615,0.839,NaN,1.026,0.975,0.958
67,g77_skel.tif,122.727,255,0,255,255,255,691.221,133.134,691.221,133.134,43.414,0.818,NaN,1.501,0.666,0.940
68,g77_skel.tif,463.300,255,0,255,255,255,1536.120,144.031,1536.120,144.031,93.003,0.673,NaN,1.850,0.541,0.884
69,g77_skel.tif,807.775,255,0,255,255,255,729.289,145.225,729.289,145.225,110.079,0.838,NaN,1.104,0.906,0.947
70,g77_skel.tif,247.254,255,0,255,255,255,882.162,138.661,882.162,138.661,63.455,0.772,NaN,1.462,0.684,0.942
71,g77_skel.tif,257.756,255,0,255,255,255,1139.084,139.117,1139.084,139.117,64.817,0.771,NaN,1.441,0.694,0.923
72,g77_skel.tif,344.175,255,0,255,255,255,1556.151,141.572,1556.151,141.572,73.371,0.803,NaN,1.316,0.760,0.955
73,g77_skel.tif,539.217,255,0,255,255,255,1577.531,143.095,1577.531,143.095,92.793,0.787,NaN,1.435,0.697,0.939
74,g77_skel.tif,189.341,255,0,255,255,255,666.872,137.080,666.872,137.080,55.997,0.759,NaN,1.503,0.665,0.920
75,g77_skel.tif,284.462,255,0,255,255,255,1045.361,139.223,1045.361,139.223,68.557,0.761,NaN,1.666,0.600,0.944
76,g77_skel.tif,685.949,255,0,255,255,255,1333.654,144.243,1333.654,144.243,114.108,0.662,NaN,1.860,0.538,0.893
77,g77_skel.tif,329.771,255,0,255,255,255,1368.692,141.165,1368.692,141.165,72.962,0.778,NaN,1.664,0.601,0.944
78,g77_skel.tif,463.300,255,0,255,255,255,1067.861,145.679,1067.861,145.679,84.913,0.807,NaN,1.078,0.928,0.948
79,g77_skel.tif,343.274,255,0,255,255,255,703.834,144.182,703.834,144.182,74.466,0.778,NaN,1.227,0.815,0.932
80,g77_skel.tif,137.430,255,0,255,255,255,846.883,141.512,846.883,141.512,48.118,0.746,NaN,1.373,0.728,0.912
81,g77_skel.tif,686.249,255,0,255,255,255,1603.401,150.131,1603.401,150.131,105.375,0.777,NaN,1.094,0.914,0.907
82,g77_skel.tif,580.026,255,0,255,255,255,678.816,152.273,678.816,152.273,113.388,0.567,NaN,1.286,0.778,0.796
83,g77_skel.tif,322.870,255,0,255,255,255,1395.482,144.094,1395.482,144.094,69.974,0.829,NaN,1.162,0.861,0.950
84,g77_skel.tif,210.946,255,0,255,255,255,818.264,143.634,818.264,143.634,57.281,0.808,NaN,1.497,0.668,0.934
85,g77_skel.tif,254.155,255,0,255,255,255,1012.706,144.619,1012.706,144.619,66.710,0.718,NaN,1.157,0.865,0.881
86,g77_skel.tif,717.456,255,0,255,255,255,1305.561,155.844,1305.561,155.844,119.774,0.628,NaN,1.915,0.522,0.883
87,g77_skel.tif,233.451,255,0,255,255,255,625.040,145.456,625.040,145.456,59.715,0.823,NaN,1.207,0.829,0.941
88,g77_skel.tif,756.764,255,0,255,255,255,650.811,154.069,650.811,154.069,110.986,0.772,NaN,1.388,0.720,0.939
89,g77_skel.tif,138.630,255,0,255,255,255,1218.847,144.722,1218.847,144.722,46.779,0.796,NaN,1.169,0.856,0.917
90,g77_skel.tif,432.094,255,0,255,255,255,1416.460,149.320,1416.460,149.320,80.343,0.841,NaN,1.091,0.917,0.960
91,g77_skel.tif,1088.036,255,0,255,255,255,1654.335,152.508,1654.335,152.508,129.689,0.813,NaN,1.574,0.635,0.966
92,g77_skel.tif,528.114,255,0,255,255,255,914.364,153.836,914.364,153.836,96.079,0.719,NaN,1.736,0.576,0.936
93,g77_skel.tif,833.281,255,0,255,255,255,932.328,163.423,932.328,163.423,130.275,0.617,NaN,2.249,0.445,0.886
94,g77_skel.tif,343.875,255,0,255,255,255,797.000,148.232,797.000,148.232,72.674,0.818,NaN,1.272,0.786,0.950
95,g77_skel.tif,423.992,255,0,255,255,255,1439.761,150.722,1439.761,150.722,82.401,0.785,NaN,1.166,0.858,0.955
96,g77_skel.tif,768.467,255,0,255,255,255,1178.175,157.139,1178.175,157.139,111.417,0.778,NaN,1.112,0.899,0.931
97,g77_skel.tif,204.044,255,0,255,255,255,1480.088,150.230,1480.088,150.230,59.073,0.735,NaN,1.092,0.916,0.892
98,g77_skel.tif,691.650,255,0,255,255,255,1039.861,161.778,1039.861,161.778,133.773,0.486,NaN,1.642,0.609,0.721
99,g77_skel.tif,340.874,255,0,255,255,255,1156.419,154.631,1156.419,154.631,76.735,0.727,NaN,1.868,0.535,0.937
100,g77_skel.tif,204.344,255,0,255,255,255,1625.124,149.627,1625.124,149.627,55.310,0.839,NaN,1.306,0.766,0.978
101,g77_skel.tif,263.457,255,0,255,255,255,757.227,150.151,757.227,150.151,65.779,0.765,NaN,1.353,0.739,0.931
102,g77_skel.tif,1280.378,255,0,255,255,255,992.520,165.887,992.520,165.887,159.535,0.632,NaN,1.847,0.541,0.857
103,g77_skel.tif,307.867,255,0,255,255,255,1272.427,152.840,1272.427,152.840,71.954,0.747,NaN,1.358,0.736,0.923
104,g77_skel.tif,236.751,255,0,255,255,255,1287.778,152.508,1287.778,152.508,61.053,0.798,NaN,1.620,0.617,0.971
105,g77_skel.tif,525.414,255,0,255,255,255,1202.731,156.515,1202.731,156.515,96.689,0.706,NaN,1.426,0.701,0.903
106,g77_skel.tif,399.086,255,0,255,255,255,1460.580,154.756,1460.580,154.756,79.059,0.802,NaN,1.277,0.783,0.938
107,g77_skel.tif,1134.846,255,0,255,255,255,1253.964,171.324,1253.964,171.324,146.851,0.661,NaN,2.336,0.428,0.954
108,g77_skel.tif,212.146,255,0,255,255,255,580.941,152.311,580.941,152.311,58.376,0.782,NaN,1.117,0.895,0.928
109,g77_skel.tif,743.261,255,0,255,255,255,890.546,161.417,890.546,161.417,106.847,0.818,NaN,1.376,0.727,0.964
110,g77_skel.tif,542.218,255,0,255,255,255,1019.379,164.805,1019.379,164.805,98.536,0.702,NaN,1.931,0.518,0.940
111,g77_skel.tif,464.801,255,0,255,255,255,1092.218,154.924,1092.218,154.924,83.120,0.845,NaN,1.149,0.870,0.958
112,g77_skel.tif,592.328,255,0,255,255,255,1118.885,158.557,1118.885,158.557,95.570,0.815,NaN,1.040,0.961,0.944
113,g77_skel.tif,581.826,255,0,255,255,255,861.714,156.571,861.714,156.571,97.340,0.772,NaN,1.430,0.699,0.954
114,g77_skel.tif,589.628,255,0,255,255,255,1232.464,162.728,1232.464,162.728,106.072,0.659,NaN,1.921,0.520,0.891
115,g77_skel.tif,137.730,255,0,255,255,255,1716.941,151.444,1716.941,151.444,47.288,0.774,NaN,1.394,0.717,0.904
116,g77_skel.tif,417.991,255,0,255,255,255,1376.750,158.432,1376.750,158.432,84.427,0.737,NaN,1.150,0.870,0.924
117,g77_skel.tif,695.851,255,0,255,255,255,600.053,160.984,600.053,160.984,104.789,0.796,NaN,1.340,0.746,0.940
118,g77_skel.tif,417.390,255,0,255,255,255,957.473,156.074,957.473,156.074,81.947,0.781,NaN,1.440,0.695,0.939
119,g77_skel.tif,436.295,255,0,255,255,255,836.805,159.268,836.805,159.268,81.195,0.832,NaN,1.297,0.771,0.957
120,g77_skel.tif,353.177,255,0,255,255,255,1352.605,158.998,1352.605,158.998,74.943,0.790,NaN,1.399,0.715,0.937
121,g77_skel.tif,525.114,255,0,255,255,255,776.210,161.549,776.210,161.549,89.882,0.817,NaN,1.220,0.820,0.960
122,g77_skel.tif,386.184,255,0,255,255,255,1141.819,161.091,1141.819,161.091,82.988,0.705,NaN,1.739,0.575,0.941
123,g77_skel.tif,361.878,255,0,255,255,255,561.949,156.974,561.949,156.974,78.019,0.747,NaN,1.331,0.751,0.939
124,g77_skel.tif,63.014,255,0,255,255,255,689.908,155.680,689.908,155.680,31.473,0.799,NaN,1.616,0.619,0.935
125,g77_skel.tif,630.737,255,0,255,255,255,819.982,169.158,819.982,169.158,109.116,0.666,NaN,1.861,0.537,0.870
126,g77_skel.tif,675.446,255,0,255,255,255,535.601,163.779,535.601,163.779,102.653,0.805,NaN,1.213,0.824,0.945
127,g77_skel.tif,980.012,255,0,255,255,255,1697.989,167.526,1697.989,167.526,127.741,0.755,NaN,1.335,0.749,0.927
128,g77_skel.tif,309.667,255,0,255,255,255,1564.544,160.785,1564.544,160.785,68.502,0.829,NaN,1.381,0.724,0.959
129,g77_skel.tif,170.737,255,0,255,255,255,509.821,160.598,509.821,160.598,56.318,0.676,NaN,1.817,0.550,0.899
130,g77_skel.tif,189.041,255,0,255,255,255,1543.312,159.512,1543.312,159.512,56.616,0.741,NaN,1.914,0.522,0.947
131,g77_skel.tif,408.689,255,0,255,255,255,626.891,163.214,626.891,163.214,81.516,0.773,NaN,1.459,0.685,0.925
132,g77_skel.tif,496.008,255,0,255,255,255,704.462,166.126,704.462,166.126,87.260,0.819,NaN,1.271,0.787,0.943
133,g77_skel.tif,1032.824,255,0,255,255,255,1393.686,181.635,1393.686,181.635,147.483,0.597,NaN,2.548,0.392,0.908
134,g77_skel.tif,926.001,255,0,255,255,255,1325.073,175.668,1325.073,175.668,128.703,0.702,NaN,1.514,0.660,0.904
135,g77_skel.tif,978.512,255,0,255,255,255,1513.828,171.632,1513.828,171.632,131.990,0.706,NaN,1.297,0.771,0.885
136,g77_skel.tif,407.188,255,0,255,255,255,1727.565,166.240,1727.565,166.240,80.265,0.794,NaN,1.099,0.910,0.944
137,g77_skel.tif,280.561,255,0,255,255,255,447.877,164.085,447.877,164.085,64.950,0.836,NaN,1.291,0.775,0.955
138,g77_skel.tif,713.855,255,0,255,255,255,1481.295,172.261,1481.295,172.261,107.324,0.779,NaN,1.121,0.892,0.936
139,g77_skel.tif,257.156,255,0,255,255,255,1747.893,164.649,1747.893,164.649,65.702,0.749,NaN,1.181,0.846,0.913
140,g77_skel.tif,674.546,255,0,255,255,255,749.783,171.982,749.783,171.982,100.141,0.845,NaN,1.071,0.933,0.968
141,g77_skel.tif,444.396,255,0,255,255,255,1213.683,174.551,1213.683,174.551,90.038,0.689,NaN,1.363,0.734,0.906
142,g77_skel.tif,348.376,255,0,255,255,255,798.230,167.831,798.230,167.831,76.203,0.754,NaN,1.066,0.938,0.938
143,g77_skel.tif,839.882,255,0,255,255,255,1073.675,177.857,1073.675,177.857,120.791,0.723,NaN,1.478,0.676,0.914
144,g77_skel.tif,377.482,255,0,255,255,255,1054.077,174.012,1054.077,174.012,83.918,0.674,NaN,1.624,0.616,0.927
145,g77_skel.tif,951.806,255,0,255,255,255,1433.127,179.258,1433.127,179.258,127.232,0.739,NaN,1.420,0.704,0.923
146,g77_skel.tif,638.238,255,0,255,255,255,1627.081,171.525,1627.081,171.525,99.123,0.816,NaN,1.464,0.683,0.948
147,g77_skel.tif,423.692,255,0,255,255,255,465.723,173.435,465.723,173.435,83.895,0.756,NaN,1.302,0.768,0.928
148,g77_skel.tif,445.297,255,0,255,255,255,1579.342,174.304,1579.342,174.304,82.557,0.821,NaN,1.347,0.742,0.942
149,g77_skel.tif,117.926,255,0,255,255,255,515.033,170.410,515.033,170.410,47.210,0.665,NaN,1.622,0.616,0.914
150,g77_skel.tif,355.277,255,0,255,255,255,726.836,171.966,726.836,171.966,73.824,0.819,NaN,1.262,0.792,0.952
151,g77_skel.tif,1041.826,255,0,255,255,255,421.355,184.697,421.355,184.697,142.725,0.643,NaN,2.120,0.472,0.873
152,g77_skel.tif,697.351,255,0,255,255,255,490.379,177.899,490.379,177.899,105.751,0.784,NaN,1.125,0.889,0.925
153,g77_skel.tif,915.498,255,0,255,255,255,1664.076,179.002,1664.076,179.002,129.822,0.683,NaN,1.674,0.597,0.888
154,g77_skel.tif,192.942,255,0,255,255,255,1412.877,170.741,1412.877,170.741,53.650,0.842,NaN,1.598,0.626,0.969
155,g77_skel.tif,309.667,255,0,255,255,255,1766.300,171.870,1766.300,171.870,70.428,0.785,NaN,1.279,0.782,0.921
156,g77_skel.tif,978.212,255,0,255,255,255,565.207,180.162,565.207,180.162,128.327,0.746,NaN,1.541,0.649,0.919
157,g77_skel.tif,1148.649,255,0,255,255,255,976.831,199.416,976.831,199.416,166.273,0.522,NaN,2.952,0.339,0.892
158,g77_skel.tif,931.402,255,0,255,255,255,955.621,184.954,955.621,184.954,134.103,0.651,NaN,1.866,0.536,0.902
159,g77_skel.tif,920.600,255,0,255,255,255,1294.702,189.354,1294.702,189.354,131.614,0.668,NaN,2.085,0.480,0.923
160,g77_skel.tif,393.685,255,0,255,255,255,1598.959,176.028,1598.959,176.028,81.947,0.737,NaN,1.267,0.789,0.904
161,g77_skel.tif,277.860,255,0,255,255,255,1274.629,174.072,1274.629,174.072,65.624,0.811,NaN,1.225,0.816,0.973
162,g77_skel.tif,633.137,255,0,255,255,255,1371.431,184.843,1371.431,184.843,109.735,0.661,NaN,2.051,0.487,0.937
163,g77_skel.tif,342.374,255,0,255,255,255,1543.027,174.002,1543.027,174.002,75.429,0.756,NaN,1.447,0.691,0.950
164,g77_skel.tif,130.528,255,0,255,255,255,670.670,171.465,670.670,171.465,47.476,0.728,NaN,1.857,0.539,0.924
165,g77_skel.tif,757.964,255,0,255,255,255,1103.488,183.455,1103.488,183.455,108.740,0.806,NaN,1.395,0.717,0.931
166,g77_skel.tif,586.327,255,0,255,255,255,865.393,177.348,865.393,177.348,100.053,0.736,NaN,1.460,0.685,0.959
167,g77_skel.tif,986.014,255,0,255,255,255,1458.605,191.197,1458.605,191.197,130.308,0.730,NaN,1.428,0.700,0.938
168,g77_skel.tif,455.799,255,0,255,255,255,646.950,179.642,646.950,179.642,85.334,0.787,NaN,1.457,0.686,0.937
169,g77_skel.tif,1919.816,255,0,255,255,255,1349.809,213.570,1349.809,213.570,225.700,0.474,NaN,3.908,0.256,0.929
170,g77_skel.tif,538.017,255,0,255,255,255,370.222,185.058,370.222,185.058,99.577,0.682,NaN,1.593,0.628,0.879
171,g77_skel.tif,274.259,255,0,255,255,255,906.686,178.779,906.686,178.779,64.198,0.836,NaN,1.438,0.695,0.945
172,g77_skel.tif,1008.219,255,0,255,255,255,677.812,187.892,677.812,187.892,143.766,0.613,NaN,1.976,0.506,0.863
173,g77_skel.tif,1058.930,255,0,255,255,255,1139.786,187.981,1139.786,187.981,131.825,0.766,NaN,1.638,0.611,0.939
174,g77_skel.tif,938.904,255,0,255,255,255,1177.872,184.932,1177.872,184.932,149.299,0.529,NaN,1.340,0.746,0.842
175,g77_skel.tif,355.877,255,0,255,255,255,618.916,180.857,618.916,180.857,71.844,0.866,NaN,1.170,0.855,0.954
176,g77_skel.tif,296.164,255,0,255,255,255,848.915,183.367,848.915,183.367,85.756,0.506,NaN,2.559,0.391,0.879
177,g77_skel.tif,219.948,255,0,255,255,255,1562.109,181.256,1562.109,181.256,62.814,0.701,NaN,1.670,0.599,0.883
178,g77_skel.tif,493.907,255,0,255,255,255,1784.483,184.971,1784.483,184.971,88.465,0.793,NaN,1.228,0.814,0.938
179,g77_skel.tif,186.340,255,0,255,255,255,309.428,178.448,309.428,178.448,55.411,0.763,NaN,1.498,0.667,0.923
180,g77_skel.tif,506.510,255,0,255,255,255,349.348,186.595,349.348,186.595,92.981,0.736,NaN,1.297,0.771,0.909
181,g77_skel.tif,257.456,255,0,255,255,255,1745.577,181.888,1745.577,181.888,62.548,0.827,NaN,1.072,0.933,0.944
182,g77_skel.tif,383.783,255,0,255,255,255,445.404,186.013,445.404,186.013,77.565,0.802,NaN,1.231,0.812,0.959
183,g77_skel.tif,610.332,255,0,255,255,255,1808.028,189.197,1808.028,189.197,100.196,0.764,NaN,1.203,0.831,0.937
184,g77_skel.tif,1429.810,255,0,255,255,255,773.680,207.508,773.680,207.508,169.936,0.622,NaN,2.628,0.380,0.957
185,g77_skel.tif,2996.750,255,0,255,255,255,803.630,237.496,803.630,237.496,292.840,0.439,NaN,4.141,0.241,0.910
186,g77_skel.tif,491.206,255,0,255,255,255,326.948,189.237,326.948,189.237,85.820,0.838,NaN,1.154,0.867,0.958
187,g77_skel.tif,487.006,255,0,255,255,255,597.132,188.104,597.132,188.104,86.916,0.810,NaN,1.145,0.874,0.949
188,g77_skel.tif,830.880,255,0,255,255,255,525.629,189.065,525.629,189.065,117.216,0.760,NaN,1.538,0.650,0.938
189,g77_skel.tif,195.042,255,0,255,255,255,710.734,184.649,710.734,184.649,55.466,0.797,NaN,1.164,0.859,0.928
190,g77_skel.tif,375.681,255,0,255,255,255,1725.477,187.485,1725.477,187.485,74.544,0.850,NaN,1.151,0.869,0.956
191,g77_skel.tif,653.842,255,0,255,255,255,1021.586,193.365,1021.586,193.365,114.915,0.622,NaN,1.119,0.894,0.888
192,g77_skel.tif,522.713,255,0,255,255,255,1616.700,193.763,1616.700,193.763,90.148,0.808,NaN,1.162,0.861,0.953
193,g77_skel.tif,548.219,255,0,255,255,255,300.098,194.843,300.098,194.843,94.475,0.772,NaN,1.064,0.940,0.920
194,g77_skel.tif,562.622,255,0,255,255,255,913.164,199.216,913.164,199.216,105.719,0.633,NaN,1.956,0.511,0.848
195,g77_skel.tif,562.622,255,0,255,255,255,1831.822,193.994,1831.822,193.994,97.065,0.750,NaN,1.245,0.803,0.932
196,g77_skel.tif,725.557,255,0,255,255,255,820.170,203.387,820.170,203.387,123.491,0.598,NaN,2.353,0.425,0.939
197,g77_skel.tif,926.001,255,0,255,255,255,884.011,199.615,884.011,199.615,125.173,0.743,NaN,1.386,0.722,0.937
198,g77_skel.tif,234.651,255,0,255,255,255,1763.050,189.122,1763.050,189.122,60.678,0.801,NaN,1.172,0.853,0.932
199,g77_skel.tif,154.834,255,0,255,255,255,940.229,192.825,940.229,192.825,58.509,0.568,NaN,2.572,0.389,0.827
200,g77_skel.tif,143.731,255,0,255,255,255,1235.166,188.051,1235.166,188.051,45.583,0.869,NaN,1.071,0.934,0.973
201,g77_skel.tif,205.545,255,0,255,255,255,1046.302,191.938,1046.302,191.938,59.151,0.738,NaN,1.213,0.824,0.902
202,g77_skel.tif,2858.420,255,0,255,255,255,1417.686,227.296,1417.686,227.296,298.584,0.403,NaN,1.723,0.580,0.852
203,g77_skel.tif,795.472,255,0,255,255,255,1539.073,196.825,1539.073,196.825,113.764,0.772,NaN,1.523,0.657,0.932
204,g77_skel.tif,1407.905,255,0,255,255,255,1495.961,203.285,1495.961,203.285,151.678,0.769,NaN,1.456,0.687,0.945
205,g77_skel.tif,1073.933,255,0,255,255,255,845.501,206.550,845.501,206.550,137.192,0.717,NaN,1.243,0.804,0.910
206,g77_skel.tif,381.683,255,0,255,255,255,256.362,194.359,256.362,194.359,84.991,0.664,NaN,1.286,0.778,0.892
207,g77_skel.tif,496.608,255,0,255,255,255,277.603,196.837,277.603,196.837,89.483,0.779,NaN,1.261,0.793,0.953
208,g77_skel.tif,1363.796,255,0,255,255,255,723.836,216.023,723.836,216.023,168.519,0.603,NaN,2.648,0.378,0.923
209,g77_skel.tif,939.804,255,0,255,255,255,1211.105,199.258,1211.105,199.258,126.191,0.742,NaN,1.282,0.780,0.945
210,g77_skel.tif,871.389,255,0,255,255,255,1698.164,203.833,1698.164,203.833,127.663,0.672,NaN,1.835,0.545,0.916
